original_path,proposed_path,content_hash,duplicate_group,relationship,references_found,status,rollback_path,extension,media_type,file_size,dimensions,duration,frame_count,vcs_status,confidence
assets/Landing-Page-New-1536x1097.png,assets/asset-library-landing-page-redesigned-crop.png,4501c8a9077414a58c590fed1265346632a4cdaa6c4d3e1a69219e11c7137d75,asset-library-landing-page,editorial-variant,none,renamed,assets/Landing-Page-New-1536x1097.png,.png,image,184220,1536x1097,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Landing-Page-New-1536x1097.png,0.93
assets/Landing-Page-Old-1.png,assets/asset-library-landing-page-previous.png,ab5bcb55aaac00dadfe59b3ea1d5042d8fe0c00d5607c9b523b3b74d016a9595,asset-library-landing-page,editorial-variant,none,renamed,assets/Landing-Page-Old-1.png,.png,image,1374771,5115x2738,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Landing-Page-Old-1.png,0.95
assets/Landing-Page-Old.jpg,assets/asset-library-landing-page-previous-browser.jpg,f754c0d941cd4c8681c427da48b9da89cc4786768d44ec97a388f80a776eb6f5,asset-library-landing-page,editorial-variant,none,renamed,assets/Landing-Page-Old.jpg,.jpg,image,518892,1792x1008,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Landing-Page-Old.jpg,0.91
assets/Landing-Page-Old.png,assets/asset-library-landing-page-previous-crop.png,f56c8a00dd41e1f994df26c171fd3bcb6d8114e78b9c5134414eb60d9fc8d36a,asset-library-landing-page,editorial-variant,none,renamed,assets/Landing-Page-Old.png,.png,image,595189,1792x1280,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Landing-Page-Old.png,0.92
assets/LinkedIn-cover-1-1536x384.png,assets/cisco-ready-icon-set-social-cover.png,cbceb98faa423c4c025e25f1ff2e11449edc9954ed30cb99c240e7a7e55ee627,asset-library-icon-set,editorial-variant,none,renamed,assets/LinkedIn-cover-1-1536x384.png,.png,image,29540,1536x384,,1,?? Cisco/Redesigning-Cisco-Ready/assets/LinkedIn-cover-1-1536x384.png,0.93
assets/Next-Gen-Filters.png,assets/curated-filter-bar-comparison.png,33e65cfbe51c0f914413e3819f57b7be5336d5f0147e713ca6c93c903aa08f80,filter-experience-comparison,editorial-variant,none,renamed,assets/Next-Gen-Filters.png,.png,image,386521,5133x2887,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Next-Gen-Filters.png,0.94
assets/Old-Filters.png,assets/filter-panel-comparison.png,d86ddb26a05c5217a966a457a6282f4eb8a0808016557f351e0402f8647c3133,filter-experience-comparison,editorial-variant,none,renamed,assets/Old-Filters.png,.png,image,445166,5133x2887,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Old-Filters.png,0.94
assets/Product-Catagorization-1.png,assets/asset-library-activity-categorization.png,a816e90fa0347fe0fb43a121bdb872f0943fa8d2f7c96155f9c4d5f28c6cc59c,asset-library-categorization,editorial-variant,none,renamed,assets/Product-Catagorization-1.png,.png,image,367655,5133x2887,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Product-Catagorization-1.png,0.93
assets/Product-Catagorization.png,assets/asset-library-activity-categorization-light.png,a47334c37ea267648712540ea300153ce655ff5fc591c0ef32b25e329711dfa6,asset-library-categorization,editorial-variant,none,renamed,assets/Product-Catagorization.png,.png,image,367652,5133x2887,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Product-Catagorization.png,0.92
assets/Typography.png,assets/design-system-typography-usage.png,09378cad0974bbc6053bf3fdc316e37363f6f96898d3ce7e209674c9314f6592,none,related-distinct,none,renamed,assets/Typography.png,.png,image,364829,5133x2749,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Typography.png,0.94
assets/Unifying-UI-Header-1.png,assets/unified-ui-header-comparison.png,69d8d3135918acfac116a375d33e063f3772a75cf1bf025360bf90aaf6e750dd,unified-ui-header,editorial-variant,none,renamed,assets/Unifying-UI-Header-1.png,.png,image,849061,5126x2884,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Unifying-UI-Header-1.png,0.95
assets/Unifying-UI-Header.png,assets/unified-ui-header-crop.png,73783e2bced431bf2f750765efc1de7b77586ace218e2f711b1629e5bf873dec,unified-ui-header,editorial-variant,none,renamed,assets/Unifying-UI-Header.png,.png,image,275510,2747x1545,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Unifying-UI-Header.png,0.9
assets/Updating-Navigation.png,assets/asset-library-navigation-redesign.png,ee26b5a0c731b15c98aad4d7bb781a3e9b95aa44d79d4cc7e3582aec65784998,none,related-distinct,none,renamed,assets/Updating-Navigation.png,.png,image,1000357,5133x2887,,1,?? Cisco/Redesigning-Cisco-Ready/assets/Updating-Navigation.png,0.94
