original_path,proposed_path,content_hash,duplicate_group,relationship,references_found,status,rollback_path,extension,media_type,file_size,dimensions,duration,frame_count,vcs_status,confidence
assets/Customer-Insights-Cover.png,assets/customer-insights-metric-tile-cover.png,8a7ba28ed8815759e96dd711a3418aed909df4e3f4e2ee375c65f30c53c8d003,none,related-distinct,none,renamed,assets/Customer-Insights-Cover.png,.png,image,149654,1792x928,,1,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Cover.png,0.91
assets/Customer-Insights-Page-Previous-1.png,assets/customer-dashboard-previous-design.png,17b1d1e060b1609df7d603043dbbeb0ebf4577e0ec2ea5dadf435f40e40e7e1f,customer-dashboard-redesign,editorial-variant,none,renamed,assets/Customer-Insights-Page-Previous-1.png,.png,image,1261329,9132x4887,,1,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Page-Previous-1.png,0.94
assets/Customer-Insights-Page-Redesigned-1.png,assets/customer-dashboard-redesigned-overview.png,ea3d2a81b5fa988e14ddc8051ac30aef2344b8412b8533978a1988c2af1a284a,customer-dashboard-redesign,editorial-variant,none,renamed,assets/Customer-Insights-Page-Redesigned-1.png,.png,image,1370013,9129x4887,,1,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Page-Redesigned-1.png,0.95
assets/Customer-Insights-Video-file-1.mp4,assets/customer-insights-redesign-story-lowres-01.mp4,646e5df777b33072220e8174294bfcd32e664b2c2e7b041404f5a1ecb519235b,customer-insights-redesign-story,resolution-equivalent,none,renamed,assets/Customer-Insights-Video-file-1.mp4,.mp4,video,5969193,1920x1080,107.067,3212,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Video-file-1.mp4,0.91
assets/Customer-Insights-Video-file-convert-video-online.com_.mp4,assets/customer-insights-redesign-story-lowres-02.mp4,2ceef77c91d26ce2668eabec6810d11564f7803dbac73f366a6738f28865b53b,customer-insights-redesign-story,resolution-equivalent,none,renamed,assets/Customer-Insights-Video-file-convert-video-online.com_.mp4,.mp4,video,30404955,1920x1080,110.6,2765,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Video-file-convert-video-online.com_.mp4,0.89
assets/Customer-Insights-Video-file.mp4,assets/customer-insights-redesign-story.mp4,994cc20f3ba7dfa1e2dd2211722b22b384a187090ebea6422c881550552bb8c6,customer-insights-redesign-story,resolution-equivalent,none,renamed,assets/Customer-Insights-Video-file.mp4,.mp4,video,8320126,2560x1440,107.067,6424,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights-Video-file.mp4,0.94
assets/Customer-Insights.gif,assets/customer-dashboard-tile-animation.gif,0ac797ac1c7d41feb64d11a5ff7b46af7521ec53bd0530aeb11d7af4bd1e7e46,customer-dashboard-animations,editorial-variant,none,renamed,assets/Customer-Insights.gif,.gif,gif,2927202,1920x1080,7.7,161,?? Cisco/Designing-Customer-Insights/assets/Customer-Insights.gif,0.88
assets/Ideation-1.png,assets/data-visualization-ideation-board-crop.png,e44a91971e570d96bbf606abb10fa60b39d34c9d783d1f8d6a4fb5426e596a2d,data-visualization-ideation-board,editorial-variant,none,renamed,assets/Ideation-1.png,.png,image,1290348,5492x2068,,1,?? Cisco/Designing-Customer-Insights/assets/Ideation-1.png,0.9
assets/Ideation-Slide-1.png,assets/data-visualization-ideation-board-lowres-02.png,841c2202cc406b446f2475ca07f5f34b210cc08f1c953ab9b5b44d3a3ebce731,data-visualization-ideation-board,resolution-equivalent,none,renamed,assets/Ideation-Slide-1.png,.png,image,1966007,5492x3089,,1,?? Cisco/Designing-Customer-Insights/assets/Ideation-Slide-1.png,0.91
assets/Ideation-Slide-2.png,assets/data-visualization-ideation-board-lowres-03.png,2ce1210cceeb8fadcb498b4e648e282156bd7edde8a56dda691440e5ad820d69,data-visualization-ideation-board,resolution-equivalent,none,renamed,assets/Ideation-Slide-2.png,.png,image,1965443,5492x3089,,1,?? Cisco/Designing-Customer-Insights/assets/Ideation-Slide-2.png,0.91
assets/Ideation-Slide.png,assets/data-visualization-ideation-board-lowres-01.png,f49c837841331b7b68544cdb8aa719cb2a88c6a62dab7baf152e3cb9ce64790a,data-visualization-ideation-board,resolution-equivalent,none,renamed,assets/Ideation-Slide.png,.png,image,1966430,5492x3089,,1,?? Cisco/Designing-Customer-Insights/assets/Ideation-Slide.png,0.91
assets/Ideation.png,assets/data-visualization-ideation-board.png,773f47315f2b28c34f6211c46928c93f3d55fdd970e324360231f1dc406c1412,data-visualization-ideation-board,resolution-equivalent,none,renamed,assets/Ideation.png,.png,image,1968581,5492x3089,,1,?? Cisco/Designing-Customer-Insights/assets/Ideation.png,0.92
assets/Information-Structure.png,assets/customer-dashboard-information-hierarchy.png,14a04d74c986340478b8711000b1ee8a92c81fecc7f640eade82dbbc92427c34,none,related-distinct,none,renamed,assets/Information-Structure.png,.png,image,2651917,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/Information-Structure.png,0.91
assets/Option01.png,assets/exploratory-customer-analysis-concept.png,edcddb5de1bc0b4e6b51bad1273cd9ffe1a1907f10912569c5954ba1dbde6cf5,customer-dashboard-concepts,editorial-variant,none,renamed,assets/Option01.png,.png,image,359507,3584x2400,,1,?? Cisco/Designing-Customer-Insights/assets/Option01.png,0.88
assets/Option02-1.png,assets/benchmark-guided-customer-dashboard-concept.png,2466004626c70928bc0a46ab88928c59968d42f6391634a8a45160c649677ab7,benchmark-guided-customer-dashboard-concept,resolution-equivalent,none,renamed,assets/Option02-1.png,.png,image,356027,3584x2400,,1,?? Cisco/Designing-Customer-Insights/assets/Option02-1.png,0.91
assets/Option02.png,assets/benchmark-guided-customer-dashboard-concept-lowres-01.png,e399d7505a0112f42c9e8563246589a4ada5407e15c727c99cf9fb8ffb953fe6,benchmark-guided-customer-dashboard-concept,resolution-equivalent,none,renamed,assets/Option02.png,.png,image,355652,3584x2400,,1,?? Cisco/Designing-Customer-Insights/assets/Option02.png,0.91
assets/Personas-1.png,assets/account-manager-persona-comparison.png,f53c697d8b2ca9549b7488a82448dab9f2c8632d8e8a31a34bb5b0025b13773b,none,related-distinct,none,renamed,assets/Personas-1.png,.png,image,1182477,7680x2556,,1,?? Cisco/Designing-Customer-Insights/assets/Personas-1.png,0.87
assets/Personas.png,assets/account-team-persona-needs-matrix.png,d93a4ca6560ad51e09c44a08c26269d6e1b44552131d42805ffb0a1cf83cdc03,none,related-distinct,none,renamed,assets/Personas.png,.png,image,973667,3946x2220,,1,?? Cisco/Designing-Customer-Insights/assets/Personas.png,0.88
assets/Pivot-Tables-1.png,assets/participant-pivot-table-analysis.png,ef4f42d9a1b88a120497b697d1f1abcfe166f02a3da108613fa68eb9b94cf311,participant-pivot-table-analysis,resolution-equivalent,none,renamed,assets/Pivot-Tables-1.png,.png,image,3643196,6897x12107,,1,?? Cisco/Designing-Customer-Insights/assets/Pivot-Tables-1.png,0.96
assets/Pivot-Tables.png,assets/participant-pivot-table-analysis-lowres-01.png,fa33d7381267911301e8044c90318cb1a38c98a40fb6772e02195509411abdfc,participant-pivot-table-analysis,resolution-equivalent,none,renamed,assets/Pivot-Tables.png,.png,image,2519011,3449x6054,,1,?? Cisco/Designing-Customer-Insights/assets/Pivot-Tables.png,0.96
assets/SENSEMAKING-OVERVIEW.png,assets/customer-strategy-question-framework.png,528fefd5d18382a6f5d7bbcc75df7b5230641ba88d8e4b22e49c2631635a6f86,sensemaking-framework,editorial-variant,none,renamed,assets/SENSEMAKING-OVERVIEW.png,.png,image,5877683,12241x6886,,1,?? Cisco/Designing-Customer-Insights/assets/SENSEMAKING-OVERVIEW.png,0.92
assets/Sample-IB-Report.mov,assets/participant-account-report-recording.mov,2451c5eddc129d28db9a51319b1df834787d9a58e25ab18edc0ef0015783719d,none,related-distinct,none,renamed,assets/Sample-IB-Report.mov,.mov,video,61433443,1312x2304,13.296,824,?? Cisco/Designing-Customer-Insights/assets/Sample-IB-Report.mov,0.9
assets/System-for-visualizations-2.mov,assets/data-table-visualization-module-recording.mov,94beb8b17c0f45bd399517718d102a50c6760fb1a6570548bd3bec87ea8d7c12,none,related-distinct,none,renamed,assets/System-for-visualizations-2.mov,.mov,video,3332318,3386x1176,8.469,513,?? Cisco/Designing-Customer-Insights/assets/System-for-visualizations-2.mov,0.76
assets/customer-insights-trial.gif,assets/customer-dashboard-prototype-animation.gif,1c1b564ec634254f07834cf8f4c1abe06d6a875ef5051ca75656eb48829722e5,customer-dashboard-animations,editorial-variant,none,renamed,assets/customer-insights-trial.gif,.gif,gif,1252675,1600x812,2.86,104,?? Cisco/Designing-Customer-Insights/assets/customer-insights-trial.gif,0.86
assets/data-viz-library.png,assets/visualization-module-library.png,8345d979068ad4b871be40e955c0dd17b29bed88e7f7e76ae5b6ef6f805df235,none,related-distinct,none,renamed,assets/data-viz-library.png,.png,image,824081,10533x2120,,1,?? Cisco/Designing-Customer-Insights/assets/data-viz-library.png,0.93
assets/sensemaking-01-1.png,assets/customer-question-breakdown-flow.png,061e70c2b28ed44c9c1616077a85517e4d5094b2469352884a9f5793a1fc91f3,customer-question-breakdown-flow,exact-duplicate,none,renamed,assets/sensemaking-01-1.png,.png,image,4932256,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-01-1.png,0.9
assets/sensemaking-01-2.png,assets/customer-strategy-question-list.png,2896ce4a4724849d2106d243671993677422d939afc0ddb9d6fc6207304c7ae2,none,related-distinct,none,renamed,assets/sensemaking-01-2.png,.png,image,1256680,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-01-2.png,0.88
assets/sensemaking-02-1.png,assets/customer-question-breakdown-flow-duplicate-01.png,061e70c2b28ed44c9c1616077a85517e4d5094b2469352884a9f5793a1fc91f3,customer-question-breakdown-flow,exact-duplicate,none,renamed,assets/sensemaking-02-1.png,.png,image,4932256,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-02-1.png,1.0
assets/sensemaking-03-1.png,assets/customer-information-source-flow.png,b9be9144f7fdfd050ed7888f787060ce8df5eb7d01f27f4626b4c251e7977b31,none,related-distinct,none,renamed,assets/sensemaking-03-1.png,.png,image,6593513,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-03-1.png,0.9
assets/sensemaking-04-1.png,assets/platform-data-access-flow.png,703c2a5461e147dc9660ddd83f0c8e85c211c0c8c47c37d192bbb05a46b66b0f,none,related-distinct,none,renamed,assets/sensemaking-04-1.png,.png,image,4139985,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-04-1.png,0.9
assets/sensemaking-05-1.png,assets/customer-data-relationship-flow.png,eda650b7d8eba3b9d9960f61b144bd1335c7a38f3069be047861a7cc62ce4d79,none,related-distinct,none,renamed,assets/sensemaking-05-1.png,.png,image,5755004,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-05-1.png,0.9
assets/sensemaking-overview-1.png,assets/customer-strategy-sensemaking-overview.png,124969eea01572b059bd5c4f5f22f3bc432d4b0639e0f62c1a90648d5402e779,sensemaking-framework,editorial-variant,none,renamed,assets/sensemaking-overview-1.png,.png,image,7808000,10630x5979,,1,?? Cisco/Designing-Customer-Insights/assets/sensemaking-overview-1.png,0.92
