original_path,proposed_path,content_hash,duplicate_group,relationship,references_found,status,rollback_path,extension,media_type,file_size,dimensions,duration,frame_count,vcs_status,confidence
assets/Refined-Ideation-Concept.gif,assets/upsell-recommendation-refined-prototype.gif,bad87618334382662338c75c541e4ce3169ccbfce4a1a59ac87e6f48be8e1627,none,related-distinct,none,renamed,assets/Refined-Ideation-Concept.gif,.gif,gif,2180380,1789x1278,4.15,79,?? Cisco/Designing-Upsell-Opportunities/assets/Refined-Ideation-Concept.gif,0.91
assets/Testing-Concept-1.webm,assets/upsell-recommendation-panel-test.webm,e7dc39513fb5de92ed1f82b8bf72238e111313a0ab208248d07f1afbd5ce1a4b,upsell-concept-tests,editorial-variant,none,renamed,assets/Testing-Concept-1.webm,.webm,video,1167104,1790x1280,17.417,,?? Cisco/Designing-Upsell-Opportunities/assets/Testing-Concept-1.webm,0.9
assets/Testing-Concept.webm,assets/upsell-recommendation-list-test.webm,46973d8fb2e984d5885f156de2902445f04a17edd873eeaad05d820467a267ff,upsell-concept-tests,editorial-variant,none,renamed,assets/Testing-Concept.webm,.webm,video,860850,1790x1280,14.567,,?? Cisco/Designing-Upsell-Opportunities/assets/Testing-Concept.webm,0.88
assets/Updated-Insights-1.png,assets/upsell-data-subset-insight.png,694fd02e3bd159d8ec3070ae3fecb2ebdd7b3c8ac12b25639b0279522db008b4,upsell-data-subset-insight,resolution-equivalent,none,renamed,assets/Updated-Insights-1.png,.png,image,766633,7105x2021,,1,?? Cisco/Designing-Upsell-Opportunities/assets/Updated-Insights-1.png,0.94
assets/Updated-Insights.png,assets/upsell-data-subset-insight-lowres-01.png,9e7d12ccde1ea3d2d8bac3c1e7ec4f3bbb32c91714d58601a04fb59dcade3f0f,upsell-data-subset-insight,resolution-equivalent,none,renamed,assets/Updated-Insights.png,.png,image,764551,7105x2021,,1,?? Cisco/Designing-Upsell-Opportunities/assets/Updated-Insights.png,0.94
assets/Upsell-Opportunities-1-1.mp4,assets/upsell-opportunities-story-alternate.mp4,192acec599c17aa76e540367f35557d374fb6c77b8e06b771f49822d1b5e04d9,upsell-opportunities-story-variants,editorial-variant,none,renamed,assets/Upsell-Opportunities-1-1.mp4,.mp4,video,3322020,1920x1080,92.967,5578,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities-1-1.mp4,0.86
assets/Upsell-Opportunities-1.mp4,assets/upsell-opportunities-story-extended.mp4,492ff94b1ddb302287659011b433846bd807491a9598f5875c3f7c9000cb2f07,upsell-opportunities-story-variants,editorial-variant,none,renamed,assets/Upsell-Opportunities-1.mp4,.mp4,video,3338277,1920x1080,95.467,5728,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities-1.mp4,0.86
assets/Upsell-Opportunities-Cover-Video.mp4,assets/upsell-opportunities-story-lowres-01.mp4,271e3c370d49a5b3b8ead19aa8009996f0d29eff2c09cc4060e2b457bd93f56a,upsell-opportunities-story,resolution-equivalent,none,renamed,assets/Upsell-Opportunities-Cover-Video.mp4,.mp4,video,2012173,1920x1080,77.467,2324,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities-Cover-Video.mp4,0.91
assets/Upsell-Opportunities-GIF.gif,assets/upsell-recommendation-workflow-animation.gif,6adba43927dfcfa6b47d8f687efcb251f47e92eb35c946ad3215c469f831cec6,none,related-distinct,none,renamed,assets/Upsell-Opportunities-GIF.gif,.gif,gif,5796589,1600x899,13.17,242,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities-GIF.gif,0.9
assets/Upsell-Opportunities.gif,assets/upsell-recommendation-short-animation.gif,5d8807ffa4f819280c174cc6d817400c8c217fb80055772f3b4112ed376518bf,none,related-distinct,none,renamed,assets/Upsell-Opportunities.gif,.gif,gif,3828000,1920x1080,5.0,118,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities.gif,0.88
assets/Upsell-Opportunities.mp4,assets/upsell-opportunities-story.mp4,17c0f110d363c94704fb4bb690df27320f70010873fd6ac1dcb57ad4f10151af,upsell-opportunities-story,resolution-equivalent,none,renamed,assets/Upsell-Opportunities.mp4,.mp4,video,3519392,2560x1440,77.467,4648,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunities.mp4,0.93
assets/Upsell-Opportunties-Cover.gif,assets/upsell-dashboard-cover-animation.gif,35ec6c75eff0ffc7968e83ea60d55bd240170515ae17e352cedfaaaf0748f007,upsell-dashboard-cover-variants,editorial-variant,none,renamed,assets/Upsell-Opportunties-Cover.gif,.gif,gif,2363817,1600x899,5.03,173,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunties-Cover.gif,0.89
assets/Upsell-Opportunties-Cover.png,assets/upsell-dashboard-cover.png,b37018a2e506fdc3dfe2d71bac6edbbab25b6db046892e72d00c7999b1e268bd,upsell-dashboard-cover-variants,editorial-variant,none,renamed,assets/Upsell-Opportunties-Cover.png,.png,image,323232,1520x1446,,1,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunties-Cover.png,0.9
assets/Upsell-Opportunties-Trial.gif,assets/upsell-dashboard-trial-animation.gif,ea11b8b754a3cfc2c6abef5e57c55b7d2bb03d047da566ab5df67d64a402fc60,upsell-dashboard-cover-variants,editorial-variant,none,renamed,assets/Upsell-Opportunties-Trial.gif,.gif,gif,2655340,1600x899,5.03,169,?? Cisco/Designing-Upsell-Opportunities/assets/Upsell-Opportunties-Trial.gif,0.86
assets/What-we-know.png,assets/upsell-recommendation-scaling-plan.png,6b8c3c9a43ca1cca886bb90b62ab8ecb146e980d9e82c040bdc90cbe02db20d1,upsell-scaling-plan,editorial-variant,none,renamed,assets/What-we-know.png,.png,image,310547,6621x3724,,1,?? Cisco/Designing-Upsell-Opportunities/assets/What-we-know.png,0.92
assets/unique/What-we-knew-at-the-time.png,assets/unique/upsell-recommendation-scaling-framework.png,e63285763818f4fbc8e69ad6654103fd5e7b700db7f2f896b5c753da1072c067,upsell-scaling-plan,editorial-variant,none,renamed,assets/unique/What-we-knew-at-the-time.png,.png,image,250163,6621x2526,,1,?? Cisco/Designing-Upsell-Opportunities/assets/unique/What-we-knew-at-the-time.png,0.93
